cvgeo,id,year,SOLICITUD,PROMOVENTE,EVENTO,Resistencia_Insectos,Tolerancia_Glufosinato,Tolerancia_Glifosato,Tolerancia_Dicamba,Otra_Caracteristica,Fenotip,ORGANISMO,specie,CICLO_AGRICOLA,SUPERFICIE_SOLICITADA.Has.,area,FECHA_RESOLUCION,SUPERFICIE_SEMBRADA.Has.,type,ent,mun,lat,lon,counter
8035,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Janos,30.84935,-108.4502,1
8036,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Jiménez,27.08211,-104.3907,1
8037,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Juárez,31.44967,-106.5641,1
8038,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Julimes,28.54101,-105.0545,1
8039,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,López,26.92622,-105.011,1
8045,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Meoqui,28.35062,-105.5015,1
8050,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Nuevo Casas Grandes,30.53285,-107.7291,1
8052,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Ojinaga,29.36422,-104.5253,1
8053,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Praxedis G. Guerrero,31.23816,-105.9259,1
8055,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Rosales,28.10127,-105.7909,1
8058,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,San Francisco de Conchos,27.58213,-105.3623,1
8062,31,2008,031/2008,Bayer de México S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"3,000.00",3000,03/02/2009,3000,Experimental,Chihuahua,Saucillo,28.00109,-105.343,1
2002,32,2008,032/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,604,604,19/12/2008,36,Experimental,Baja California,Mexicali,31.90231,-115.2876,1
26055,32,2008,032/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,604,604,19/12/2008,36,Experimental,Sonora,San Luis Río Colorado,32.01756,-114.3507,1
2002,33,2008,033/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 xMON-15985-7,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"4,002.00",4002,19/12/2008,517.08,Experimental,Baja California,Mexicali,31.90231,-115.2876,1
26055,33,2008,033/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 xMON-15985-7,No,Sí,Sí,Sí,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"4,002.00",4002,19/12/2008,517.08,Experimental,Sonora,San Luis Río Colorado,32.01756,-114.3507,1
28007,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Camargo,26.18365,-98.85907,1
28015,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Gustavo Díaz Ordaz,26.13637,-98.64124,1
28022,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Matamoros,25.61236,-97.53291,1
28023,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Méndez,25.22376,-98.44004,1
28024,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Mier,26.4151,-99.25687,1
28025,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Miguel Alemán,26.23862,-99.06736,1
28032,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Reynosa,25.81024,-98.37336,1
28033,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Río Bravo,25.74441,-98.03785,1
28040,38,2008,038/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"1,400.00",1400,03/03/2009,NA,Experimental,Tamaulipas,Valle Hermoso,25.70068,-97.8448,1
28007,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Camargo,26.18365,-98.85907,1
28015,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Gustavo Díaz Ordaz,26.13637,-98.64124,1
28022,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Matamoros,25.61236,-97.53291,1
28023,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Méndez,25.22376,-98.44004,1
28024,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Mier,26.4151,-99.25687,1
28025,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Miguel Alemán,26.23862,-99.06736,1
28032,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Reynosa,25.81024,-98.37336,1
28033,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Río Bravo,25.74441,-98.03785,1
28040,39,2008,039/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,600,600,03/03/2009,NA,Experimental,Tamaulipas,Valle Hermoso,25.70068,-97.8448,1
8001,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Ahumada,30.44924,-106.3807,1
8002,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Aldama,29.07329,-105.5886,1
8003,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Allende,27.02001,-105.436,1
8004,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Aquiles Serdán,28.59464,-105.8344,1
8005,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Ascensión,31.33197,-107.5199,1
8010,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Buenaventura,29.92563,-107.0648,1
8011,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Camargo,28.0337,-104.4237,1
8013,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Casas Grandes,30.19392,-108.2023,1
8015,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Coyame del Sotol,29.75704,-105.2078,1
8016,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,La Cruz,27.89765,-105.0449,1
8019,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Chihuahua,29.19543,-106.3921,1
8021,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Delicias,28.11949,-105.4919,1
8023,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Galeana,30.16075,-107.6446,1
8028,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Guadalupe,30.71955,-105.5884,1
8034,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Ignacio Zaragoza,29.72209,-107.7235,1
8035,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Janos,30.84935,-108.4502,1
8036,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Jiménez,27.08211,-104.3907,1
8037,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Juárez,31.44967,-106.5641,1
8038,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Julimes,28.54101,-105.0545,1
8039,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,López,26.92622,-105.011,1
8045,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Meoqui,28.35062,-105.5015,1
8048,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Namiquipa,29.37119,-107.0594,1
8050,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Nuevo Casas Grandes,30.53285,-107.7291,1
8052,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Ojinaga,29.36422,-104.5253,1
8053,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Praxedis G. Guerrero,31.23816,-105.9259,1
8055,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Rosales,28.10127,-105.7909,1
8058,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,San Francisco de Conchos,27.58213,-105.3623,1
8062,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Saucillo,28.00109,-105.343,1
8067,43,2008,043/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"18,152.00",18152,03/03/2009,2548.72,Experimental,Chihuahua,Valle de Zaragoza,27.48705,-105.8083,1
8001,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Ahumada,30.44924,-106.3807,1
8002,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Aldama,29.07329,-105.5886,1
8003,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Allende,27.02001,-105.436,1
8004,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Aquiles Serdán,28.59464,-105.8344,1
8005,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Ascensión,31.33197,-107.5199,1
8010,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Buenaventura,29.92563,-107.0648,1
8011,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Camargo,28.0337,-104.4237,1
8013,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Casas Grandes,30.19392,-108.2023,1
8015,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Coyame del Sotol,29.75704,-105.2078,1
8016,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,La Cruz,27.89765,-105.0449,1
8019,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Chihuahua,29.19543,-106.3921,1
8021,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Delicias,28.11949,-105.4919,1
8023,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Galeana,30.16075,-107.6446,1
8028,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Guadalupe,30.71955,-105.5884,1
8034,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Ignacio Zaragoza,29.72209,-107.7235,1
8035,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Janos,30.84935,-108.4502,1
8036,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Jiménez,27.08211,-104.3907,1
8037,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Juárez,31.44967,-106.5641,1
8038,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Julimes,28.54101,-105.0545,1
8039,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,López,26.92622,-105.011,1
8045,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Meoqui,28.35062,-105.5015,1
8048,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Namiquipa,29.37119,-107.0594,1
8050,44,2008,044/2008,Monsanto Comercial S.A. de C.V.,MON-88913-8 ,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L.,Algodón,Primavera - Verano,"14,185.00",14185,03/03/2009,3.88,Experimental,Chihuahua,Nuevo Casas Grandes,30.53285,-107.7291,1
