cvgeo,id,year,SOLICITUD,PROMOVENTE,EVENTO,Resistencia_Insectos,Tolerancia_Glufosinato,Tolerancia_Glifosato,Tolerancia_Dicamba,Otra_Caracteristica,Fenotip,ORGANISMO,specie,CICLO_AGRICOLA,SUPERFICIE_SOLICITADA.Has.,area,FECHA_RESOLUCION,SUPERFICIE_SEMBRADA.Has.,type,ent,mun,lat,lon,counter
25007,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,Choix,26.68031,-108.277,1
25008,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,Elota,24.04339,-106.8421,1
25010,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,El Fuerte,26.25532,-108.679,1
25011,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,Guasave,25.5346,-108.5582,1
25013,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,Mocorito,25.12222,-107.7804,1
25015,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,Salvador Alvarado,25.30273,-107.9782,1
25017,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,Sinaloa,25.96879,-108.1103,1
25018,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sinaloa,Navolato,24.72325,-107.7646,1
26003,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sonora,Alamos,27.05106,-108.877,1
26033,13,2014,013/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8,No,No,Sí,No,No,Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,4.77,Programa Piloto,Sonora,Huatabampo,26.74891,-109.4403,1
8046,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Chihuahua,Morelos,26.57154,-107.7281,1
25001,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Ahome,25.89565,-109.1332,1
25002,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Angostura,25.14607,-108.1411,1
25003,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Badiraguato,25.59085,-107.396,1
25005,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Cosalá,24.48148,-106.7994,1
25006,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Culiacán,24.65149,-107.2667,1
25007,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Choix,26.68031,-108.277,1
25008,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Elota,24.04339,-106.8421,1
25010,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,El Fuerte,26.25532,-108.679,1
25011,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Guasave,25.5346,-108.5582,1
25013,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Mocorito,25.12222,-107.7804,1
25015,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Salvador Alvarado,25.30273,-107.9782,1
25017,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Sinaloa,25.96879,-108.1103,1
25018,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sinaloa,Navolato,24.72325,-107.7646,1
26003,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sonora,Alamos,27.05106,-108.877,1
26033,14,2014,014/2014,"Monsanto Comercial, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Otoño - Invierno 2014 - 2015,"40,000.00",40000,28/10/2014,139.97,Programa Piloto,Sonora,Huatabampo,26.74891,-109.4403,1
28005,15,2014,015/2014,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2015,"50,000.00",50000,04/12/2014,2660,Programa Piloto,Tamaulipas,Burgos,24.92858,-98.84646,1
28022,15,2014,015/2014,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2015,"50,000.00",50000,04/12/2014,2660,Programa Piloto,Tamaulipas,Matamoros,25.61236,-97.53291,1
28023,15,2014,015/2014,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2015,"50,000.00",50000,04/12/2014,2660,Programa Piloto,Tamaulipas,Méndez,25.22376,-98.44004,1
28032,15,2014,015/2014,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2015,"50,000.00",50000,04/12/2014,2660,Programa Piloto,Tamaulipas,Reynosa,25.81024,-98.37336,1
28033,15,2014,015/2014,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2015,"50,000.00",50000,04/12/2014,2660,Programa Piloto,Tamaulipas,Río Bravo,25.74441,-98.03785,1
28035,15,2014,015/2014,"Bayer de México, S.A. de C.V.",MON-88913-8 x MON-15985-7,Sí,No,Sí,No,No,Resistencia a Insectos. Tolerancia a herbicidas. ,Gossypium hirsutum L. ,Algodón,Primavera - Verano 2015,"50,000.00",50000,04/12/2014,2660,Programa Piloto,Tamaulipas,San Fernando,24.8912,-97.95827,1
